food_code,food_name,energy_kcal,protein_g,carb_g,fat_g,fibre_g,freesugar_g,sodium_mg
BFP096,Barbeque sauce,121.934,0.957,20.462,4.513,0.69,18.879,504.953
BFP097,Bread sauce,111.042,3.46,8.692,7.051,0.562,4.63,88.844
BFP163,Green chilli sauce,46.057,1.248,7.365,0.267,1.767,5.359,1037.037
BFP164,Home made plain noodles,238.78,6.208,44.504,3.564,1.654,1.073,182.071
BFP166,Dal moong,43.686,2.203,4.921,1.617,1.077,0.127,117.739
BFP167,Cumin seeds baghar (Jeera baghar/tadka),736.806,3.336,5.218,78.768,6.008,0.489,177.577
BFP168,Onion tomato baghar (Pyaaz tamatar ka tadka),137.524,1.26,6.172,11.978,2.119,3.505,31.333
BFP169,Mustard seeds baghar (Mustard seed tadka),552.592,4.73,10.445,54.298,9.742,1.145,8.897
BFP360,Hot cherry sauce,252.741,0.132,67.946,0.071,0.0,17.651,105.808
BFP583,Apple jelly (Seb ki jelly),152.126,0.097,39.37,0.213,0.863,38.177,2.143
BFP585,Marmalade (Murabba),143.761,0.233,37.64,0.043,0.43,37.287,2.157
BFP589,Plum squash (Aloo bukhara squash),211.168,0.16,55.511,0.1,0.517,55.019,12.709
BFP595,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),14.074,0.851,2.142,0.244,1.07,1.005,7559.375
BFP597,Brinjal pickle (Baingan ka achaar),139.007,2.239,4.229,12.978,4.616,1.07,3507.595
BFP598,Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),60.877,1.258,6.554,3.239,2.195,4.309,1281.938
BFP599,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),91.214,1.981,6.324,6.549,5.075,3.036,2067.335
BFP601,Tomato chutney (Tamatar ki chutney),176.07,0.97,31.845,6.01,1.49,30.016,823.646
BFP602,Tomato ketchup,33.069,0.905,6.478,0.3,1.897,4.685,177.969
OSR082,Bengal 5 Spice Blend (Panch Phoran),289.794,18.26,19.998,22.156,18.4,1.4,51.434
